"URL";"languages"
"https://itunes.apple.com/us/app/atero-2015/id1058822657?mt=8";"czech-iso8859_2"
"https://itunes.apple.com/us/app/pregnancy-tracker/id1065579323?mt=8";"english"
"https://itunes.apple.com/us/app/agrarian-plan-daily-exercise-and-fitness-tracker/id1079715068?mt=8";"english"
"https://itunes.apple.com/us/app/sound4life-rain-sounds/id1187230931?mt=8";"english"
"https://itunes.apple.com/us/app/just-for-you/id1123372509?mt=8";"german"
"https://itunes.apple.com/us/app/17dd-blog-17-day-diet-recipes-and-meal-plans/id1050331949?mt=8";"english"
"https://itunes.apple.com/us/app/swollmeights/id1363419732?mt=8";"english"
"https://itunes.apple.com/us/app/countup-rehabilitation-exercise-tracker/id1021497889?mt=8";"english"
"https://itunes.apple.com/us/app/cle-updates/id1088727488?mt=8";"english"
"https://itunes.apple.com/us/app/e-med-value/id1023149762?mt=8";"english"
"https://itunes.apple.com/us/app/apgar-score-quickly-test-the-health-of-a-newborn-baby/id1090177364?mt=8";"english"
"https://itunes.apple.com/us/app/contacto-verde/id1002168598?mt=8";"spanish"
"https://itunes.apple.com/us/app/thai-kickboxing-lessons-for-beginners-muay-thai/id682906839?mt=8";"english"
"https://itunes.apple.com/us/app/noerden-life/id1266150308?mt=8";"english"
"https://itunes.apple.com/us/app/skopjepulse/id1325651447?mt=8";"english"
"https://itunes.apple.com/us/app/wellness-shield/id1119464421?mt=8";"english"
"https://itunes.apple.com/us/app/hipbiomechanicsapp/id1390242983?mt=8";"english"
"https://itunes.apple.com/us/app/goodrx-save-on-prescriptions/id485357017?mt=8";"english"
"https://itunes.apple.com/us/app/med-paper/id938990638?mt=8";"italian"
"https://itunes.apple.com/us/app/hsv-health-and-fitness-tracker/id1184668010?mt=8";"english"
"https://itunes.apple.com/us/app/usa-mma-academy/id1064833323?mt=8";"english"
"https://itunes.apple.com/us/app/elo21/id1185708067?mt=8";"portuguese"
"https://itunes.apple.com/us/app/health-diary-diet-body-skin/id1435235951?mt=8";"english"
"https://itunes.apple.com/us/app/fessh-2016/id1106314947?mt=8";"english"
"https://itunes.apple.com/us/app/open-park/id974984845?mt=8";"spanish"
"https://itunes.apple.com/us/app/medxat/id1283026127?mt=8";"spanish"
"https://itunes.apple.com/us/app/jps-pharmacy/id628137271?mt=8";"english"
"https://itunes.apple.com/us/app/gabinet-drwidget-pacjent/id1320025259?mt=8";"polish"
"https://itunes.apple.com/us/app/cimos/id1211584770?mt=8";"spanish"
"https://itunes.apple.com/us/app/croi-croga-studio/id1351416807?mt=8";"english"
"https://itunes.apple.com/us/app/homeopathy-prescriber/id572207760?mt=8";"english"
"https://itunes.apple.com/us/app/bmi-calculator-deluxe/id1338592371?mt=8";"english"
"https://itunes.apple.com/us/app/dgp18/id1334661648?mt=8";"german"
"https://itunes.apple.com/us/app/human-anatomy-dictionary/id1076608594?mt=8";"english"
"https://itunes.apple.com/us/app/inspiration-of-the-day/id1082218300?mt=8";"english"
"https://itunes.apple.com/us/app/pincust/id1339180085?mt=8";"english"
"https://itunes.apple.com/us/app/onlineraceresults-com/id900599475?mt=8";"english"
"https://itunes.apple.com/us/app/bglumon-glucose-monitor/id1132408301?mt=8";"english"
"https://itunes.apple.com/us/app/obrien-pharmacy/id556550330?mt=8";"english"
"https://itunes.apple.com/us/app/pharmacie-du-soleil-embrun/id1417986875?mt=8";"french"
"https://itunes.apple.com/us/app/metafit-mobile/id1202390775?mt=8";"portuguese"
"https://itunes.apple.com/us/app/fitness-store/id842911407?mt=8";"german"
"https://itunes.apple.com/us/app/talk-with-dave/id1396054447?mt=8";"english"
"https://itunes.apple.com/us/app/pilates-reformer-bootcamp/id1015860534?mt=8";"english"
"https://itunes.apple.com/us/app/max-safety-security/id1165807081?mt=8";"english"
"https://itunes.apple.com/us/app/gympal/id1203218107?mt=8";"english"
"https://itunes.apple.com/us/app/amil-corretores/id448739784?mt=8";"portuguese"
"https://itunes.apple.com/us/app/patient-alert-assistant/id1071786060?mt=8";"english"
"https://itunes.apple.com/us/app/geburt-baby/id438391899?mt=8";"german"
"https://itunes.apple.com/us/app/swissdoc/id1061616556?mt=8";"english"
"https://itunes.apple.com/us/app/rolfing-orange-county/id1103358706?mt=8";"english"
"https://itunes.apple.com/us/app/yoga-studio-8-palm-coast-fl/id950841512?mt=8";"english"
"https://itunes.apple.com/us/app/eau-guidelines/id1166534289?mt=8";"english"
"https://itunes.apple.com/us/app/drink-cost-calc/id483679685?mt=8";"english"
"https://itunes.apple.com/us/app/sportlife-nicaragua/id1206670240?mt=8";"spanish"
"https://itunes.apple.com/us/app/cardio-valve/id516325480?mt=8";"english"
"https://itunes.apple.com/us/app/tn28-wakepark-t%C3%A9l%C3%A9ski-nautique-fontaine-simon/id1109906314?mt=8";"french"
"https://itunes.apple.com/us/app/continuon-services-wcp/id868729480?mt=8";"english"
"https://itunes.apple.com/us/app/ice-in-case-of-emergency-pro/id311034747?mt=8";"english"
"https://itunes.apple.com/us/app/littledot-healt-child-diary/id904606907?mt=8";"english"
"https://itunes.apple.com/us/app/bmi-calculator-check-your-bmi/id1127916355?mt=8";"english"
"https://itunes.apple.com/us/app/babysim/id1097829709?mt=8";"swedish"
"https://itunes.apple.com/us/app/sharp-health-companion/id1403578653?mt=8";"english"
"https://itunes.apple.com/us/app/san-raffaele-vr/id1083086498?mt=8";"catalan"
"https://itunes.apple.com/us/app/istana-herbal/id1205927059?mt=8";"indonesian"
"https://itunes.apple.com/us/app/stay-active/id1061461891?mt=8";"english"
"https://itunes.apple.com/us/app/cancer-research-and-treatment-for-iphone/id1067128705?mt=8";"english"
"https://itunes.apple.com/us/app/music-oasis-for-relaxation-meditation-yoga/id1139477362?mt=8";"english"
"https://itunes.apple.com/us/app/pathways-through-dementia/id644417000?mt=8";"english"
"https://itunes.apple.com/us/app/working-for-ipswich/id916265348?mt=8";"english"
"https://itunes.apple.com/us/app/medif%C3%A9-m%C3%B3vil/id1137618403?mt=8";"spanish"
"https://itunes.apple.com/us/app/poliesportiu-quatre-carreres/id1145405352?mt=8";"spanish"
"https://itunes.apple.com/us/app/dancin-with-jordyn-jones/id901414617?mt=8";"english"
"https://itunes.apple.com/us/app/moov-coach-guided-workouts/id1029749448?mt=8";"english"
"https://itunes.apple.com/us/app/alicia-%E3%82%A2%E3%83%AA%E3%82%B7%E3%82%A2/id1169844140?mt=8";"german"
"https://itunes.apple.com/us/app/estetic-lounge-lu/id1010644870?mt=8";"danish"
"https://itunes.apple.com/us/app/ijgt/id450569184?mt=8";"english"
"https://itunes.apple.com/us/app/cen-test-prep-2017-edition/id1213841666?mt=8";"english"
"https://itunes.apple.com/us/app/aud-1/id689041123?mt=8";"english"
"https://itunes.apple.com/us/app/airmedlabs-doctors/id1202132252?mt=8";"english"
"https://itunes.apple.com/us/app/vitamin-d-deficiency/id867761646?mt=8";"english"
"https://itunes.apple.com/us/app/expressive/id398345416?mt=8";"english"
"https://itunes.apple.com/us/app/restaurants-nutrition-fast-food-nutrition-plus-calculator/id497190443?mt=8";"english"
"https://itunes.apple.com/us/app/thorne/id1101310862?mt=8";"english"
"https://itunes.apple.com/us/app/healthcare-marketplace/id1084489784?mt=8";"english"
"https://itunes.apple.com/us/app/ion-imaging/id1006658972?mt=8";"english"
"https://itunes.apple.com/us/app/cbim/id521054811?mt=8";"english"
"https://itunes.apple.com/us/app/express-care-virtual/id785715360?mt=8";"english"
"https://itunes.apple.com/us/app/philips-iqon-spectral-ct-fundamentals/id1175270275?mt=8";"english"
"https://itunes.apple.com/us/app/beat-panic/id452656397?mt=8";"english"
"https://itunes.apple.com/us/app/linden-apotheke-schleicher/id1311371565?mt=8";"german"
"https://itunes.apple.com/us/app/fitquiz/id1404120236?mt=8";"english"
"https://itunes.apple.com/us/app/crm-centrum-f%C3%BCr-reisemedizin/id485274276?mt=8";"german"
"https://itunes.apple.com/us/app/trip-tracker-gps-professional/id1069865483?mt=8";"english"
"https://itunes.apple.com/us/app/umergency/id1122253201?mt=8";"english"
"https://itunes.apple.com/us/app/ecrd-2016/id862173789?mt=8";"english"
"https://itunes.apple.com/us/app/new-york-health-racquet-club/id1142025192?mt=8";"english"
"https://itunes.apple.com/us/app/hiit-bodyweight-workouts-high-intensity-interval-training/id973260652?mt=8";"english"
"https://itunes.apple.com/us/app/26point2/id394036321?mt=8";"english"
"https://itunes.apple.com/us/app/crossfit-never-give-up/id1208989592?mt=8";"english"
"https://itunes.apple.com/us/app/essential-emotions-reference/id1147824917?mt=8";"english"
"https://itunes.apple.com/us/app/dance-street-west/id1140310049?mt=8";"english"
"https://itunes.apple.com/us/app/cellregulation/id1062768623?mt=8";"german"
"https://itunes.apple.com/us/app/goniometer/id406942245?mt=8";"english"
"https://itunes.apple.com/us/app/osteopathic-medicine-exam-review-app-study-notes/id1192504935?mt=8";"english"
"https://itunes.apple.com/us/app/yoga-sequencing-assistant/id1328591498?mt=8";"english"
"https://itunes.apple.com/us/app/petunia-pet-health-vet-records/id716806296?mt=8";"english"
"https://itunes.apple.com/us/app/landmed/id1211917996?mt=8";"spanish"
"https://itunes.apple.com/us/app/life-period-tracker-calendar/id703547387?mt=8";"english"
"https://itunes.apple.com/us/app/de%C3%A1k-dental/id1131533293?mt=8";"hungarian"
"https://itunes.apple.com/us/app/antibiotics-2018-aimapps/id1326836514?mt=8";"english"
"https://itunes.apple.com/us/app/headzup-app/id1057986202?mt=8";"english"
"https://itunes.apple.com/us/app/energify/id1078821474?mt=8";"english"
"https://itunes.apple.com/us/app/sauna-music-asana-yoga-turkish-bath-wellness-songs/id1212864247?mt=8";"english"
"https://itunes.apple.com/us/app/aha-bp-tracker/id1194333242?mt=8";"english"
"https://itunes.apple.com/us/app/health-tutor/id1223457464?mt=8";"english"
"https://itunes.apple.com/us/app/mijngym/id972093547?mt=8";"dutch"
"https://itunes.apple.com/us/app/east-coast-health-fitness/id932267062?mt=8";"english"
"https://itunes.apple.com/us/app/raedenes-dancin-stars/id1037607562?mt=8";"english"
"https://itunes.apple.com/us/app/weight-loss-nutrition/id1030375712?mt=8";"english"
"https://itunes.apple.com/us/app/burrn-lose-weight-every-minute-weight-loss/id1131609830?mt=8";"english"
"https://itunes.apple.com/us/app/remindtrac/id1047012152?mt=8";"english"
"https://itunes.apple.com/us/app/brand-fitness-bc/id1223068513?mt=8";"english"
"https://itunes.apple.com/us/app/ac-gym/id1199077201?mt=8";"english"
"https://itunes.apple.com/us/app/usmle-pediatrics-q-a-by-lange/id472258806?mt=8";"english"
"https://itunes.apple.com/us/app/xtremity3d/id1405770443?mt=8";"english"
"https://itunes.apple.com/us/app/halfiax-golf-club-buggy/id1279759887?mt=8";"english"
"https://itunes.apple.com/us/app/myfitquest-7/id1331705571?mt=8";"english"
"https://itunes.apple.com/us/app/agoralucis/id1412558835?mt=8";"spanish"
"https://itunes.apple.com/us/app/crossfit-partille/id1058344460?mt=8";"swedish"
"https://itunes.apple.com/us/app/gymkee/id1328261922?mt=8";"french"
"https://itunes.apple.com/us/app/ekimed/id1021882179?mt=8";"english"
"https://itunes.apple.com/us/app/team-hp/id1369898900?mt=8";"english"
"https://itunes.apple.com/us/app/habilidades-m%C3%A9dicas-i-e-ii/id1248142897?mt=8";"german"
"https://itunes.apple.com/us/app/food-calorie-count-calculator/id1353254683?mt=8";"english"
"https://itunes.apple.com/us/app/smartgirl/id1002772680?mt=8";"german"
"https://itunes.apple.com/us/app/application-prescrire/id1229723702?mt=8";"french"
"https://itunes.apple.com/us/app/caresynchrony-family-connections/id1262894054?mt=8";"english"
"https://itunes.apple.com/us/app/coping-with-insomnia/id977003668?mt=8";"english"
"https://itunes.apple.com/us/app/meditation-guide/id376615008?mt=8";"english"
"https://itunes.apple.com/us/app/purpledocs/id1198189319?mt=8";"english"
"https://itunes.apple.com/us/app/s%C3%A3o-marcos/id1031299873?mt=8";"portuguese"
"https://itunes.apple.com/us/app/mdp%E5%81%A5%E5%BA%B7%E6%95%B0%E6%8D%AE%E6%9C%8D%E5%8A%A1%E5%B9%B3%E5%8F%B0/id1152293841?mt=8";"german"
"https://itunes.apple.com/us/app/sinasprite/id929681872?mt=8";"english"
"https://itunes.apple.com/us/app/tdv-aktiv/id1382584356?mt=8";"german"
"https://itunes.apple.com/us/app/alpha-design/id1270811107?mt=8";"english"
"https://itunes.apple.com/us/app/drugs-emergency-icu/id451982928?mt=8";"english"
"https://itunes.apple.com/us/app/drchrono-patient-check-in/id451034317?mt=8";"english"
"https://itunes.apple.com/us/app/o-rei-das-frutas/id1173555237?mt=8";"portuguese"
"https://itunes.apple.com/us/app/efy-ebhxh/id1161222781?mt=8";"catalan"
"https://itunes.apple.com/us/app/tone-zone-fitness-studios/id1232227093?mt=8";"english"
"https://itunes.apple.com/us/app/aaos-code-x-lite-2018/id1336686632?mt=8";"english"
"https://itunes.apple.com/us/app/cnlp/id825389150?mt=8";"spanish"
"https://itunes.apple.com/us/app/face-care-at-home-gharelu-nuskhe-simplest-most-effective/id442929604?mt=8";"english"
"https://itunes.apple.com/us/app/stop-panic-anxiety-self-help-meditate-sleep-relax/id1035140533?mt=8";"english"
"https://itunes.apple.com/us/app/itc-mty-transformatec/id1116738046?mt=8";"spanish"
"https://itunes.apple.com/us/app/waterminder/id653031147?mt=8";"english"
"https://itunes.apple.com/us/app/percutaneous-interventional-cardiovascular-medicine/id527631596?mt=8";"english"
"https://itunes.apple.com/us/app/remoteexam/id1128451522?mt=8";"english"
"https://itunes.apple.com/us/app/gorin-tennis-academy/id1187417783?mt=8";"english"
"https://itunes.apple.com/us/app/good-day-pharmacy/id1025564288?mt=8";"english"
"https://itunes.apple.com/us/app/quintesse/id1097745218?mt=8";"dutch"
"https://itunes.apple.com/us/app/my-mederma/id1124477020?mt=8";"english"
"https://itunes.apple.com/us/app/studymusic-%E9%9F%B3%E6%A5%BD%E3%81%A7%E9%9B%86%E4%B8%AD%E5%8A%9B-%E8%A8%98%E6%86%B6%E5%8A%9Bup-free/id991595316?mt=8";"german"
"https://itunes.apple.com/us/app/dr-greg-motley/id873768885?mt=8";"english"
"https://itunes.apple.com/us/app/farmacia-gran-capitan/id1080980344?mt=8";"spanish"
"https://itunes.apple.com/us/app/anmol-blood-donor-search-app/id1139432004?mt=8";"english"
"https://itunes.apple.com/us/app/mon-enfant-est-malade/id1062217854?mt=8";"french"
"https://itunes.apple.com/us/app/korebin/id1357659855?mt=8";"english"
"https://itunes.apple.com/us/app/normativasepar/id577389468?mt=8";"spanish"
"https://itunes.apple.com/us/app/esporti-masters/id1052194810?mt=8";"spanish"
"https://itunes.apple.com/us/app/guided-meditation-masters-daily-mindfulness-focus/id1258428464?mt=8";"english"
"https://itunes.apple.com/us/app/weightatbirth/id943627229?mt=8";"english"
"https://itunes.apple.com/us/app/2runfree/id911931688?mt=8";"english"
"https://itunes.apple.com/us/app/prime/id1377816484?mt=8";"portuguese"
"https://itunes.apple.com/us/app/urge-fitness/id1040483013?mt=8";"english"
"https://itunes.apple.com/us/app/cheermeup/id493649134?mt=8";"german"
"https://itunes.apple.com/us/app/cret-dental/id1382628382?mt=8";"english"
"https://itunes.apple.com/us/app/isala-intern-nieuws/id1415682254?mt=8";"dutch"
"https://itunes.apple.com/us/app/delmar-attalla-pharmacies/id1013446757?mt=8";"english"
"https://itunes.apple.com/us/app/yoga-girl-sticker-pack/id1153350536?mt=8";"english"
"https://itunes.apple.com/us/app/friskis-svettis-stockholm/id1177356172?mt=8";"swedish"
"https://itunes.apple.com/us/app/urgent-care-24-7-medical-help/id428263748?mt=8";"english"
"https://itunes.apple.com/us/app/neuroinfo/id1091186881?mt=8";"danish"
"https://itunes.apple.com/us/app/kansas-city-bikes/id905340621?mt=8";"english"
"https://itunes.apple.com/us/app/4th-congress-ecardio-ehealth/id1144831478?mt=8";"english"
"https://itunes.apple.com/us/app/run-and-burn-running-trainer/id1274486873?mt=8";"english"
"https://itunes.apple.com/us/app/vfr-friesenheim-app/id1233428595?mt=8";"german"
"https://itunes.apple.com/us/app/trust-robin-wound-care/id1370039382?mt=8";"english"
"https://itunes.apple.com/us/app/palestre-italiane/id1306789717?mt=8";"italian"
"https://itunes.apple.com/us/app/timefit/id1263898754?mt=8";"portuguese"
"https://itunes.apple.com/us/app/therapp-pt/id1144187568?mt=8";"english"
"https://itunes.apple.com/us/app/smoke-free-28-sf28-quit-smoking/id720796646?mt=8";"english"
"https://itunes.apple.com/us/app/intellichem-commercial/id1350602446?mt=8";"english"
"https://itunes.apple.com/us/app/greenchord/id1286998174?mt=8";"basque"
"https://itunes.apple.com/us/app/uvlens-uv-index/id1060878359?mt=8";"english"
"https://itunes.apple.com/us/app/my-workout-management/id1190451910?mt=8";"english"
"https://itunes.apple.com/us/app/sparta-sport-center/id1121563138?mt=8";"spanish"
"https://itunes.apple.com/us/app/verbal-victor/id620426169?mt=8";"english"
"https://itunes.apple.com/us/app/body-rock-pilates/id1096795882?mt=8";"english"
"https://itunes.apple.com/us/app/zorgpunt-vpk/id1271719446?mt=8";"dutch"
"https://itunes.apple.com/us/app/canine-and-feline-urinalysis/id1217850146?mt=8";"english"
"https://itunes.apple.com/us/app/zaibak-dental/id556595247?mt=8";"english"
"https://itunes.apple.com/us/app/dignity-respect-for-health/id1032360353?mt=8";"english"
"https://itunes.apple.com/us/app/halitus/id1068144705?mt=8";"portuguese"
"https://itunes.apple.com/us/app/skyfineusa/id1183294769?mt=8";"english"
"https://itunes.apple.com/us/app/familyfirst-messenger/id1393775307?mt=8";"english"
"https://itunes.apple.com/us/app/luxe-yoga/id1261057241?mt=8";"english"
"https://itunes.apple.com/us/app/tampon-timer-free-an-iperiod-companion-app/id602386259?mt=8";"english"
"https://itunes.apple.com/us/app/belly-fat-burner-six-pack-workout-exercise/id576233677?mt=8";"english"
"https://itunes.apple.com/us/app/due-ponti-fitness/id1196235341?mt=8";"italian"
"https://itunes.apple.com/us/app/spartacore-training/id1310675328?mt=8";"english"
"https://itunes.apple.com/us/app/ep-qtc/id1393849228?mt=8";"english"
"https://itunes.apple.com/us/app/signs-symptoms-dyslipidaemias/id1154712908?mt=8";"english"
"https://itunes.apple.com/us/app/fit-mix-unlimited-workouts/id1084150788?mt=8";"english"
"https://itunes.apple.com/us/app/jasmine-spa/id1371358263?mt=8";"german"
"https://itunes.apple.com/us/app/myswaasth/id1192156440?mt=8";"english"
"https://itunes.apple.com/us/app/myelements-by-buschkampbros/id1302261666?mt=8";"english"
"https://itunes.apple.com/us/app/yoga-individual-studio-aachen/id1220535608?mt=8";"german"
"https://itunes.apple.com/us/app/stony-creek-pharmacy/id1141489985?mt=8";"english"
"https://itunes.apple.com/us/app/tennisschool-buitenveldert/id1119083323?mt=8";"dutch"
"https://itunes.apple.com/us/app/rise-grind-by-muscletech/id1149172749?mt=8";"english"
"https://itunes.apple.com/us/app/gmn-clinic/id1349750639?mt=8";"english"
"https://itunes.apple.com/us/app/mytrainers/id1412748068?mt=8";"italian"
"https://itunes.apple.com/us/app/body-language-guide/id1203143797?mt=8";"english"
"https://itunes.apple.com/us/app/circle-of-6-u/id909849733?mt=8";"english"
"https://itunes.apple.com/us/app/optobible-optometrists-and-opticians-must-have-app/id582754716?mt=8";"english"
"https://itunes.apple.com/us/app/cannabis-economy-app/id1095720480?mt=8";"english"
"https://itunes.apple.com/us/app/baby-diary-record-babys-activity-make-plan/id940307247?mt=8";"english"
"https://itunes.apple.com/us/app/nwc-dispensary/id1383674103?mt=8";"english"
"https://itunes.apple.com/us/app/paragon-athletic-club/id1053375348?mt=8";"english"
"https://itunes.apple.com/us/app/learn-blood/id1008794243?mt=8";"english"
"https://itunes.apple.com/us/app/ivy-gardening-assistant/id1236074854?mt=8";"scots"
"https://itunes.apple.com/us/app/apex-aesthetica/id1215171386?mt=8";"english"
"https://itunes.apple.com/us/app/doctor-raksa-by-idoctor/id1257022862?mt=8";"english"
"https://itunes.apple.com/us/app/sepse/id1098895717?mt=8";"portuguese"
"https://itunes.apple.com/us/app/brexa/id1350647999?mt=8";"english"
"https://itunes.apple.com/us/app/community-stress-first-aid/id466283645?mt=8";"english"
"https://itunes.apple.com/us/app/get-set-train-smarter/id894609112?mt=8";"english"
"https://itunes.apple.com/us/app/isprm/id1406282101?mt=8";"english"
"https://itunes.apple.com/us/app/my-medcost/id546795268?mt=8";"english"
"https://itunes.apple.com/us/app/bpviewer-standard/id691966159?mt=8";"english"
"https://itunes.apple.com/us/app/waist-hip-ratio/id484014649?mt=8";"english"
"https://itunes.apple.com/us/app/plan-to-table/id1120653963?mt=8";"english"
"https://itunes.apple.com/us/app/cha-cha-moon/id1434652281?mt=8";"english"
"https://itunes.apple.com/us/app/proteus-bodylounge/id1288013496?mt=8";"english"
"https://itunes.apple.com/us/app/balance-age-meter-balance-meow-lite/id780398438?mt=8";"english"
"https://itunes.apple.com/us/app/ab-clix/id642933228?mt=8";"english"
"https://itunes.apple.com/us/app/just-off-broadway/id1406517011?mt=8";"english"
"https://itunes.apple.com/us/app/circuit-trainer-phs/id992925817?mt=8";"english"
"https://itunes.apple.com/us/app/supervision-portal/id1095703970?mt=8";"english"
"https://itunes.apple.com/us/app/digital-angel/id1225484807?mt=8";"dutch"
"https://itunes.apple.com/us/app/teysser/id1150850478?mt=8";"french"
"https://itunes.apple.com/us/app/herbalife-pos/id1154285940?mt=8";"english"
"https://itunes.apple.com/us/app/web-eye-clinic/id1291946906?mt=8";"english"
"https://itunes.apple.com/us/app/isala/id1263430189?mt=8";"dutch"
"https://itunes.apple.com/us/app/dr-airopd/id1123008913?mt=8";"english"
"https://itunes.apple.com/us/app/morning-workout/id880699848?mt=8";"english"
"https://itunes.apple.com/us/app/medical-park-pharmacy-washington/id975565141?mt=8";"english"
"https://itunes.apple.com/us/app/affirmations-breathing-games/id970644585?mt=8";"english"
"https://itunes.apple.com/us/app/fitness-profile/id1257624485?mt=8";"english"
"https://itunes.apple.com/us/app/reebok-fitness-hub/id1140156732?mt=8";"english"
"https://itunes.apple.com/us/app/nvvp-verenigingsapp/id1203276509?mt=8";"dutch"
"https://itunes.apple.com/us/app/fasteroid/id1186342675?mt=8";"english"
"https://itunes.apple.com/us/app/fitmeter-bike-gps-cycling/id1088672024?mt=8";"english"
"https://itunes.apple.com/us/app/sports-center-tilburg/id1429519606?mt=8";"english"
"https://itunes.apple.com/us/app/shaolin-energy-healing-german/id1200501780?mt=8";"german"
"https://itunes.apple.com/us/app/my-city-bikes-aspen/id901057684?mt=8";"english"
"https://itunes.apple.com/us/app/brigitte-fitness-power-yoga-hd/id577454565?mt=8";"german"
"https://itunes.apple.com/us/app/scoliometer-by-spiral-spine/id964978685?mt=8";"english"
"https://itunes.apple.com/us/app/mivia/id1103629041?mt=8";"english"
"https://itunes.apple.com/us/app/stepby-daily-weekly-pedometer-step-counter/id1224976347?mt=8";"frisian"
"https://itunes.apple.com/us/app/medoptimizer-ocd/id1067497923?mt=8";"english"
"https://itunes.apple.com/us/app/cue/id1155806344?mt=8";"english"
"https://itunes.apple.com/us/app/cnd-shellac/id568041052?mt=8";"italian"
"https://itunes.apple.com/us/app/skywriter-md-provider-app/id1325631619?mt=8";"english"
"https://itunes.apple.com/us/app/emnet-findernow/id376928203?mt=8";"english"
"https://itunes.apple.com/us/app/abs-101-fitness-daily-personal-workout-trainer/id1207750115?mt=8";"english"
"https://itunes.apple.com/us/app/toothbrush-timer/id307084494?mt=8";"english"
"https://itunes.apple.com/us/app/alf-checklist/id893806157?mt=8";"english"
"https://itunes.apple.com/us/app/bq-llic%C3%A8ncia/id860523287?mt=8";"catalan"
"https://itunes.apple.com/us/app/voiceguard/id1197621037?mt=8";"portuguese"
"https://itunes.apple.com/us/app/imr-lite/id994056146?mt=8";"english"
"https://itunes.apple.com/us/app/ac-utrecht/id505849215?mt=8";"dutch"
"https://itunes.apple.com/us/app/dtx-the-diamondtome-experience/id1278203922?mt=8";"english"
"https://itunes.apple.com/us/app/dreamfort/id1378659300?mt=8";"english"
"https://itunes.apple.com/us/app/golden-boy/id1126414415?mt=8";"spanish"
"https://itunes.apple.com/us/app/zunigo/id1336662775?mt=8";"english"
"https://itunes.apple.com/us/app/youshield/id992884704?mt=8";"english"
"https://itunes.apple.com/us/app/texas-jurisprudence-prep-easily-pass-physician-texas/id1047096791?mt=8";"english"
"https://itunes.apple.com/us/app/ors-2015/id967131568?mt=8";"english"
"https://itunes.apple.com/us/app/magno-efa/id1332557694?mt=8";"spanish"
"https://itunes.apple.com/us/app/animal-health-care-center-madison/id1277753605?mt=8";"english"
"https://itunes.apple.com/us/app/apotheke-am-theater-m%C3%BCrau/id1327886874?mt=8";"german"
"https://itunes.apple.com/us/app/tcm-diolosa-linie-pro/id818847399?mt=8";"german"
"https://itunes.apple.com/us/app/mindflower-sensory-meditation/id1338921520?mt=8";"english"
"https://itunes.apple.com/us/app/alere-coagclinic-self-test-portal/id787425132?mt=8";"english"
"https://itunes.apple.com/us/app/er-wait-time/id962886303?mt=8";"english"
"https://itunes.apple.com/us/app/farmacia-campohermoso/id1119604966?mt=8";"spanish"
"https://itunes.apple.com/us/app/ferace%E8%BF%90%E5%8A%A8/id1216589638?mt=8";"german"
"https://itunes.apple.com/us/app/mrx-benefits-with-goodrx/id944462733?mt=8";"english"
"https://itunes.apple.com/us/app/omakuu/id1162588265?mt=8";"finnish"
"https://itunes.apple.com/us/app/radlink-patient-portal/id1427166319?mt=8";"english"
"https://itunes.apple.com/us/app/medical-revolution/id1356665966?mt=8";"catalan"
"https://itunes.apple.com/us/app/krabat/id1238147776?mt=8";"english"
"https://itunes.apple.com/us/app/coomofit/id1191092865?mt=8";"english"
"https://itunes.apple.com/us/app/antimicrobial-guide/id1032955474?mt=8";"english"
"https://itunes.apple.com/us/app/flameinsound/id1318635505?mt=8";"english"
"https://itunes.apple.com/us/app/lens2go/id1050086707?mt=8";"german"
