"App ID";"App Name";"App URL";"App description";"Keywords";"Version";"Age rating";"Language(s)";"Developer ID";"Developer Name";"Price";"Currency";"Size";"Last update date";"Release Date";"Average user ratings-current";"Number of user ratings-current";"% of user ratings with 5 stars";"% of user ratings with 4 stars";"% of user ratings with 3 stars";"% of user ratings with 2 stars";"% of user ratings with 1 star";"Date";"Time"
911931688;"2RunFree ";"https://itunes.apple.com/us/app/2runfree/id911931688?mt=8";"A simple and easy to use running app that tracks your current distance and time while you run.Note:Continued use of GPS running in the background can dramatically decrease battery life.";"2RunFree, Majid Wallace, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.1";4;"English";"911931691";"Majid Wallace";0;"0";0,43203125;2014-10-30;2014-10-24;NA;NA;NA;NA;NA;NA;NA;17813;1539094008,47261
683984802;"30 Day - Push Up Challenge ";"https://itunes.apple.com/us/app/30-day-push-up-challenge/id683984802?mt=8";"**Want to improve your health & fitness? Want the ultimate push up workout for your dream upper body? Then try the 30 Day Push Up Challenge for FREE!!**The 30 Day Push Up Challenge is a simple 30 day exercise plan, where you do a set number of push up exercises each day with rest days thrown in! The workout increases in intensity slowly and day 30 will test anyone. In total the app has 6 workouts with 15 push up exercise variations. The workouts and exercises are suitable for both men and women of any age and fitness levels.  You can also track your progress and share it with your friends via Facebook, Twitter and email!Try our other 30 day challenge and fitness apps too:- 30 Day Ab Challenge- 30 Day Cardio Challenge- 30 Day Firm Butt Challenge- 30 Day Plank Challenge- 30 Day Squat Challenge- 30 Day Thigh Slimming Challenge- 30 Day Toned Arms Challenge- 7 Minute Workouts- Paleo Food List- Fasting Timer- iStats- More apps coming soon!!Please seek medical advice prior to commencement.";"30 Day - Push Up Challenge, Jozic Productions Pty Ltd, Health & Fitness, Sports, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"5.3";4;"English";"470171631";"Jozic Productions Pty Ltd";0;"0";87;2018-02-26;NA;NA;37;65;3;14;16;3;17813;1539094008,70803
1392225498;"30 Day Fitness Coach for Women ";"https://itunes.apple.com/us/app/30-day-fitness-coach-for-women/id1392225498?mt=8";"Fitness Coach for Women is home fitness workouts is ideal for those who want to work out at home, lose weight, lose belly fat fast, feel the body tonus and get in shape.Our free Fitness Coach app for women has home workouts that make it easy to work out wherever you are Get fit in 30 days. If you find it hard to Get fit. Use our Fitness Coach for Women, that can be done anywhere at anytime. 30 Day Workout is the best female home workout app for Fitness because of our variety of exercise routines and in-person trainer guidance. No equipment workouts are the best workouts!Fitness Coach for Women Trainings consist of different body Fitness exercises to do at home (legs exercises, hips exercises, calves exercises, abs exercises, exercises for bum, legs abs and buttocks workout, toned body workout, flat stomach workout, wall push up),There are also 15+ popular and effective exercise, which you can do individually, or as part of the Fitness exercise programs. There is something for everyone.Key Features:- Training plan for 30 days- Animated exercise demonstration- Diet for 30 days with a daily schedule and various products- No equipment , all you need is your body weight, only bodyweight fitnessFitness Coach for Girls [Daily Workouts Trainer]Download Now!";"30 Day Fitness Coach for Women, Swapna Puramsetty, Health & Fitness, Food & Drink, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.0.2";4;"English";"1250456369";"Swapna Puramsetty";0;"0";25,7;2018-07-12;NA;NA;NA;NA;NA;NA;NA;NA;17813;1539094008,95006
1157807795;"30 Day Push Up Pro ~ Perfect Workout Push Up ";"https://itunes.apple.com/us/app/30-day-push-up-pro-perfect-workout-push-up/id1157807795?mt=8";"**Do you want the ultimate workout for your upper body and arms?Take up the 30 Day Push-Ups Trainer with our app**30 Day Push-Ups Trainer is a simple 30 day workout plan. You do a number of push-up exercises each day. There are rest days to make sure you get proper recovery time. The intensity of the exercises increase slowly and by the end of this 30 day push-up workout plan,  you will definitely have stronger muscles. The app is suitable for both men and women.Just install this app and follow the routine daily. Our reminder will automatically remind you to workout daily. Rest days will help your muscles recover. Tick off the days you have completed to keep track of your challenge progress. Don't cheat! It's as simple as that.Main feature:--------------------------- No advertising- Pretty design- 15 Push-Ups exercises step by step- Unlock all 6 Intense workout- Full video and Photo guide you each move- Smart calendar track your progress- Reminds you when to workoutTry our other 30 day challenge workout apps too:--------------------------------------------------------- 30 Day Abs Trainer- 30 Day Squats Trainer- 30 Day Toned Arms- 30 Day Sexy Butt- 30 Day Weight loss Trainer- 30 Day Yoga Trainer- 30 Day Bikini body Trainer- More apps coming soon!!--------------------------CreativeApps Support--------------------------Email: support.ios@creativeapps.vnFacebook: http://www.facebook.com/creativeapps.vnWebsite: http://www.creativeapps.vn";"30 Day Push Up Pro ~ Perfect Workout Push Up, Phuoc Nguyen, Health & Fitness, Lifestyle, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";NA;4;"English";"1059938218";"Phuoc Nguyen";3,99;"$";12,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;17813;1539094009,16649
1257366670;"30 Day Weight Loss Challenge ";"https://itunes.apple.com/us/app/30-day-weight-loss-challenge/id1257366670?mt=8";"Give our 30 Day Weight Loss Challenge a try: If you want to lose weight fast and crush fat challenge yourself to this workout challenge. Ease into a weight loss plan with these multiple 30-day action plans.Our 30-day workout challenges are created by a fitness expert to help you kick start your fitness, improve your health, and transform your body.Lose weight in 30 days:Reducing your body fat percentage isn't easy, though. If it was, everyone would look like this. But if you follow the right program, you can. Stick to the following plan and reducing your body fat percentage (and losing some pounds of belly fat) is almost assured.Let's be honest. Going to the gym and sweating it out is not everyone’s cup of tea - some don’t like it, others don't have time for it. But going to the gym is not the only way to get rid of those extra kilos. So, here we bring to you some basic, no equipment exercises that you can do at home and lose weight in 30 days.Slim Down in 4 weeks:We want you to feel better than ever in your body—and our 30-day 'slim down' weight loss challenge can help you get there. Lose the belly fat and tone from head to toe with our workout plan that targets your upper arms, abs, buttocks, and thighs.All the workout challenges increases the exercise intensity step by step and comes with two difficulty levels (beginner & intermediate).The app provides effective and efficient fat loss 30-day challenges.Features of this App :- Records training progress automatically- A total of 8 challenges- Create your own challenge- Increases exercise intensity step by step- Keep track of your best attempts for each exerciseSlim down and surpass your fitness goals by following this 30 day weight loss challenge that'll transform your body. Download now!";"30 Day Weight Loss Challenge, Stefan Roobol, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.1";4;"English";"1002996460";"Stefan Roobol";0;"0";12,1;NA;2018-03-12;NA;7;43;0;0;29;29;17813;1539094009,39787
1384097418;"30 Days To Six Pack Abs ";"https://itunes.apple.com/us/app/30-days-to-six-pack-abs/id1384097418?mt=8";"Want to lose your belly fat and get some serious Six Pack abs for the summer? Let’s start this plain and simple: it’s almost beach time and your belly is not quite ready to charm the ladies ;-). The Workout That'll Show Your 6-pack Abs:Getting a six-pack might seem like a daunting process, but with the right diet and workout routine, you may be able to get one in a month. The key is doing exercises that work out your abs and core, as well as reducing the amount of body fat you carry around your core as much as possible.The aim of this workout is to comprehensively train all the muscles of the core (alternating between upper and lower abs) to produce a perfect six-pack.Having trouble leaving the house to go to the gym? No problem! Here is a workout that you can do from the comfort of your own home! No equipment needed!Take up this 30 Day Six Pack Abs Challenge this month and tone up and boost your core muscles and body strength to the max in order to get you that perfect summer in the lead up to the holiday season!By following this Six-Pack Ab challenge you will not only be stronger but healthier as well. These workouts will make your abs stronger which can help you to improve your sport performance levels.";"30 Days To Six Pack Abs, Stefan Roobol, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.2";4;"English";"1002996460";"Stefan Roobol";0;"0";15;2018-06-10;2018-05-16;NA;NA;NA;NA;NA;NA;NA;17813;1539094009,60537
990965389;"3D Joint ROM ";"https://itunes.apple.com/us/app/3d-joint-rom/id990965389?mt=8";"Measure Joint Range of Motion with our Bluetooth Sensor.Before you can use this app you need to buy a sensor kit Exclusively available on iOS iPad Generation 3+.Easily measure any limb's range of motionKeep a progress of each patient as they get treatedShare information with other medical practitionersUse the biofeedback system to move the patient beyond their range during treatment or as part of a home programView graphs in 3 dimensions for any movement";"3D Joint ROM, Shemesh Health Solutions PTY Ltd, Medical, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.0.0";4;"English";"578849338";"Shemesh Health Solutions PTY Ltd";249,99;"$";36,7;2018-08-27;2016-08-17;NA;NA;NA;NA;NA;NA;NA;17813;1539094009,80799
1374555961;"3D Living Guide ";"https://itunes.apple.com/us/app/3d-living-guide/id1374555961?mt=8";"Access your personalized recommendations for the current season and your other health challenges. The app also has additional features and information to explore.*Diet: Specific recipes, recommended foods to add, seasonal food lists and guidance.*Lifestyle: Specific daily routines, custom exercise and movement, and stress reducing activities.*Explore option to learn about each category in more depth.*Intermittent fasting timer for clients who are adding a fasting component.*Search foods specific to help create balance.*Meditation and Yoga Nidra guidance.*Automatic seasonal updates.Ayurvedic Health Practitioners and Counselors: Give your clients their best chance for success between visits. Contact us to get your clients on board.Brought to you by:3-D Living3-Dimension Living3-Dosha Living";"3D Living Guide, Shagbark LLC, Health & Fitness, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.0.2";17;"English";"948855687";"Shagbark LLC";0;"0";16,6;2018-06-26;2018-05-17;NA;NA;NA;NA;NA;NA;NA;17813;1539094010,00369
557521155;"3D Muscle ";"https://itunes.apple.com/us/app/3d-muscle/id557521155?mt=8";"This app creates a detailed 3D model using MRI images. It displays a realistic solid model of all the bones and muscles in the upper and lower limbs, which can be rotated freely on the screen.Features:- Display the muscles in any combination of your choice, both individually and in groups (Flexors, Extensors).- Rotate the model 360 degrees, with a swipe of your finger.- Zoom in/out crystal clear images.- Text information about the muscles (Origin, Insertion, Innervation, Action).- Show muscle attachment areas in color.Add-ons :- Arm- Forearm- Hand- Upper Limb (include those 3 parts)- Thigh- Leg- Foot- Lower Limb (include those 3 parts)Note: If you lost purchased add-ons, please tap the ""Restore"" button.About the 3D Model:Based on high resolution MRI images of an adult male, interprets the contours of each muscles, and then combines all the contour data to build a 3D model. This model provides an accurate 3D positional representation of the muscles in a living body.Supervisor :Tatsuo Sakai, MD, Ph.DProfessor of Anatomy, School of Medicine, Juntendo UniversityMamoru Niitsu, MD, Ph.DProfessor of Radiology, Saitama Medical University";"3D Muscle, NIhon-Iji-Shinpousha Co.,Ltd, Medical, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.0.0";4;"English";"444906870";"NIhon-Iji-Shinpousha Co.,Ltd";0;"0";128,2;2015-10-12;NA;NA;NA;NA;NA;NA;NA;NA;17813;1539094010,21102
906136110;"3Plus Activity Tracker ";"https://itunes.apple.com/us/app/3plus-activity-tracker/id906136110?mt=8";"Pair the 3Plus Activity Tracker app with your 3Plus device and start tracking your daily activities!- Tracks activity, sleep, and caloriesContinued use of GPS running in the background can dramatically decrease battery life.";"3Plus Activity Tracker, 3Plus International, Health & Fitness, Utilities, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.1.27";4;"English";"906136113";"3Plus International Inc.";0;"0";42,1;2014-12-29;2014-08-22;NA;93;32;10;12;13;33;17813;1539094010,43447
1245744677;"3T Fitness Bendigo ";"https://itunes.apple.com/us/app/3t-fitness-bendigo/id1245744677?mt=8";"Download the 3T Fitness App today to plan and schedule your Sessions!  View timetables, training locations, sign-up for sessions, view ongoing promotions and events, and trainer contact information.  Optimize your time and maximize the convenience of signing up for sessions from your device! Download this App today!";"3T Fitness Bendigo, MINDBODY, Incorporated, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"4.2.1";4;"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese";"472317932";"MINDBODY, Incorporated";0;"0";64,4;2018-06-14;2017-06-17;NA;NA;NA;NA;NA;NA;NA;17813;1539094010,63422
399339973;"40•30•30+ ";"https://itunes.apple.com/us/app/40-30-30/id399339973?mt=8";"40•30•30+ provides the same features as the popular free version, but includes the total calories in a meal, as well as the part of the total supplied by each of three macronutrients. Many popular diets specify that a certain percentage of your calories should come from fat, protein, and carbohydrates. While most foods are labeled with the number of grams of each, it can be tricky to convert this to percentages. With this app, you can quickly dial in the three numbers and instantly know the percentage of calories in the food you’re considering. As always, consult with your doctor before beginning any new diet.";"40•30•30+, Frank Schmitt, Health & Fitness, Utilities, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"3.1";12;"English";"288459027";"Laika Systems";0,99;"$";13,3;2017-03-28;NA;NA;NA;NA;NA;NA;NA;NA;17813;1539094010,8431
1415191700;"432 House ";"https://itunes.apple.com/us/app/432-house/id1415191700?mt=8";"Welcome to 432 HouseFitness is a focus. A central point.Surrounded by a multitude of factors that determine success or failure.Fitness is the space you make for yourself because your body and mind desire it.Fitness isn’t just instruction.It isn’t just top of the line equipment. It isn’t just discipline or determination. It’s not a space or a class or a diet. It’s a state of mind that’s a sum of all of the above and beyond.We’re that system.The makers of the perfect storm which in its heart is peaceful and tranquil, but we know how to sweat.Access our schedule and book classes.View our promos and information about our team and classes.Chat with our trainers, your friend and the 432 community of your studio and all over the world.Obtain and store your profile information, performances of your trainings and progress of your performances.Take part to our challenges individually or with your friends.Find at-home and Outdoor workouts.Be more than the sum of your parts!";"432 House, ophera747, Health & Fitness, Entertainment, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.1";4;"English";"447704173";"ophera747 s.a.s.";0;"0";38,6;NA;2018-07-24;NA;NA;NA;NA;NA;NA;NA;17813;1539094011,05785
