"Name";"URL";"ID";"languages"
"BHBH Philly ";"https://itunes.apple.com/us/app/bhbh-philly/id1300470066?mt=8";1300470066;"english"
"Bicycle Gear Ratio Calculator ";"https://itunes.apple.com/us/app/bicycle-gear-ratio-calculator/id971574634?mt=8";971574634;"english"
"Big Spring Pharmacy ";"https://itunes.apple.com/us/app/big-spring-pharmacy/id1214333043?mt=8";1214333043;"english"
"Big Timer - with large text ";"https://itunes.apple.com/us/app/big-timer-with-large-text/id946015732?mt=8";946015732;"english"
"BikeMoves Illinois ";"https://itunes.apple.com/us/app/bikemoves-illinois/id1116248078?mt=8";1116248078;"english"
"Bikram Yoga Santa Rosa ";"https://itunes.apple.com/us/app/bikram-yoga-santa-rosa/id1197757172?mt=8";1197757172;"english"
"Bimari ke Lakshna aur Upchar- in Hindi ";"https://itunes.apple.com/us/app/bimari-ke-lakshna-aur-upchar-in-hindi/id1206853863?mt=8";1206853863;"english"
"Binaural Beats Sleep Inducer ";"https://itunes.apple.com/us/app/binaural-beats-sleep-inducer/id1327512033?mt=8";1327512033;"english"
"Bio-Strat Aid ";"https://itunes.apple.com/us/app/bio-strat-aid/id736008944?mt=8";736008944;"english"
"Bio Chem Tech Lab Inc. ";"https://itunes.apple.com/us/app/bio-chem-tech-lab-inc/id971042724?mt=8";971042724;"english"
"Bionik Fitness ";"https://itunes.apple.com/us/app/bionik-fitness/id1088916967?mt=8";1088916967;"english"
"BioVital MedSpa ";"https://itunes.apple.com/us/app/biovital-medspa/id1041457756?mt=8";1041457756;"english"
"Birth-Predictor ";"https://itunes.apple.com/us/app/birth-predictor/id449142934?mt=8";449142934;"english"
"BJJ Guard Pass Counters - Best Jiu Jitsu Skills ";"https://itunes.apple.com/us/app/bjj-guard-pass-counters-best-jiu-jitsu-skills/id859219913?mt=8";859219913;"english"
"BLADEZ G ";"https://itunes.apple.com/us/app/bladez-g/id784362403?mt=8";784362403;"english"
"BlendFit ";"https://itunes.apple.com/us/app/blendfit/id1362718707?mt=8";1362718707;"english"
"Blessed Body Pilates ";"https://itunes.apple.com/us/app/blessed-body-pilates/id1181768052?mt=8";1181768052;"english"
"Block Adjustment Calculator ";"https://itunes.apple.com/us/app/block-adjustment-calculator/id1370126270?mt=8";1370126270;"english"
"Blood in a tip ";"https://itunes.apple.com/us/app/blood-in-a-tip/id1344750556?mt=8";1344750556;"english"
"Blood Monk ";"https://itunes.apple.com/us/app/blood-monk/id841276028?mt=8";841276028;"english"
"Blood Network ";"https://itunes.apple.com/us/app/blood-network/id975120599?mt=8";975120599;"english"
"Blood Pressure Monitor - Pro ";"https://itunes.apple.com/us/app/blood-pressure-monitor-pro/id423175333?mt=8";423175333;"english"
"Blood Pressure Monitor PRO with online consultation ";"https://itunes.apple.com/us/app/blood-pressure-monitor-pro-with-online-consultation/id926817788?mt=8";926817788;"english"
"Blood Pressure Test ";"https://itunes.apple.com/us/app/blood-pressure-test/id1064405730?mt=8";1064405730;"english"
"Blood Pressure+ Elite ";"https://itunes.apple.com/us/app/blood-pressure-elite/id1143803604?mt=8";1143803604;"english"
"BLOX Goband ";"https://itunes.apple.com/us/app/blox-goband/id1093503382?mt=8";1093503382;"english"
"BLT Studio ";"https://itunes.apple.com/us/app/blt-studio/id1250945345?mt=8";1250945345;"english"
"Blue CareOnDemand ";"https://itunes.apple.com/us/app/blue-careondemand/id1071086134?mt=8";1071086134;"english"
"Blue Cross of Idaho ";"https://itunes.apple.com/us/app/blue-cross-of-idaho/id953001276?mt=8";953001276;"english"
"Blueprint By Quest ";"https://itunes.apple.com/us/app/blueprint-by-quest/id1329075911?mt=8";1329075911;"english"
"BMI Calculator - Find your healthy weight ";"https://itunes.apple.com/us/app/bmi-calculator-find-your-healthy-weight/id1184573676?mt=8";1184573676;"english"
"BMI Calculator -Check your BMI ";"https://itunes.apple.com/us/app/bmi-calculator-check-your-bmi/id1127916355?mt=8";1127916355;"english"
"BMI Calculator Deluxe ";"https://itunes.apple.com/us/app/bmi-calculator-deluxe/id1338592371?mt=8";1338592371;"english"
"BMI Calculator New - Weight Watcher,Weight Control ";"https://itunes.apple.com/us/app/bmi-calculator-new-weight-watcher-weight-control/id880047741?mt=8";880047741;"english"
"BMI Calculator: weight loss ";"https://itunes.apple.com/us/app/bmi-calculator-weight-loss/id1049312698?mt=8";1049312698;"english"
"BMI Formula - My Wellness Weight with Lean Body ";"https://itunes.apple.com/us/app/bmi-formula-my-wellness-weight-with-lean-body/id1148323018?mt=8";1148323018;"english"
"Bocage Pharmacy Centre ";"https://itunes.apple.com/us/app/bocage-pharmacy-centre/id1072953193?mt=8";1072953193;"english"
"Bodecoder ";"https://itunes.apple.com/us/app/bodecoder/id1319673457?mt=8";1319673457;"english"
"BodiMetrics ";"https://itunes.apple.com/us/app/bodimetrics/id1037690467?mt=8";1037690467;"english"
"Body Brain Dance ";"https://itunes.apple.com/us/app/body-brain-dance/id1397834322?mt=8";1397834322;"english"
"Body Fitness - 15 Week Workout ";"https://itunes.apple.com/us/app/body-fitness-15-week-workout/id1384819599?mt=8";1384819599;"english"
"Body Language Guide ";"https://itunes.apple.com/us/app/body-language-guide/id1203143797?mt=8";1203143797;"english"
