"ID";"Name";"URL";"Description";"NC.1.0";"SA1";"SA2";"SA3";"SA4";"X.";"Notes";"X";"X.1";"Tipo";"V1";"V2";"V3";"NC_predicted"
890219494;"Partners In Elder Care";"https://itunes.apple.com/us/app/partners-in-elder-care/id890219494?mt=8";"We support caregivers. We Provide Senior Housing Transition Assistance, Medicaid Applications, VA Benefits Counseling, Companion Care, Home Safety Improvements, In-Home Care, Church Outings, Elder Law Assistance, Senior Real Estate assistance, Meals and Laundry.  Whatever the need, we'll find it for you.";"1";"across specialties";"";"";NA;NA;"non saprei, uno degli scopi è quello medico ma non si capisce il vero scopo ####FRA### si sembra più relativa all'assistenza sociale, ho messo non medica.";"";NA;"Test";"Across";NA;NA;0
879653371;"Medrills Military Modules";"https://itunes.apple.com/us/app/medrills-military-modules/id879653371?mt=8";"Medrills Military: Group or Single User Subscriptions allows access to download all Medrills Military training modules (Medrills Apps purchased seperately cannot be accessed through this app). Group Administrators can purchase licenses for multiple users as well as monitor progress and access to content.For a demo, see: http://youtu.be/vL9u_WvR8vw Yearly Subscription prices:1 User Subscription $23.991 User Subscription w/CEH Credits $27.995 User Subscription $109.995 User Subscription w/CEH Credits $129.9910 User Subscription $209.9910 User Subscription w/CEH Credits $249.9925 User Subscription $499.9925 User Subscription w/CEH Credits $599.99The Medrills subscription can be purchased for 1 year time period. This will entitle users to all Medrills Military Applications currently available as well as group managment tools for administrators.  Currently available applications:Administer Morphine, Cardiac Arrest Aed, Control Bleeding, Cricothyroidotomy, Hemostatic Dressing, Initiate Iv, Insert Combitube, Manage Iv, Needle Chest Decompression, Pressure Dressing, Saline Lock, Tourniquetsubscription terms: http://www.medrills.net/subscription/terms.html privacy policy: http://www.medrills.net/subscription/privacy.htm";"0";"";"";"";NA;NA;"applicazioni per militare ";"";NA;"Test";"GinecologyAndObstetrics";NA;NA;0
1256421882;"Musanda Program";"https://itunes.apple.com/us/app/musanda-program/id1256421882?mt=8";"Application for physicians to refer patients to the Musanda program and to track their progress";"0";"";"";"";NA;NA;"indirizzare i pazienti al programma Musanda non si capisce che programma sia###FRA### Basandosi solo sulla descrizione, io metterei non medica per il semplice fatto che la descrizione è insufficiente per far capire di cosa tratta";"";NA;"Test";"Across";NA;NA;0
930933802;"CHFT - The Three Rs";"https://itunes.apple.com/us/app/chft-the-three-rs/id930933802?mt=8";"One of the most powerful things anyone can do as a leader is to create a clear and compelling narrative for change that gives people a sense of direction and purpose. The three Rs are three conversations that can help you whenever you need to find a way forward.  When we get stuck or arent clear what to do it is often because one of these conversations is missing or incomplete.  By using the questions in this app you can organise your thinking and create a balanced strategic narrative for what you are trying to achieve.Use the three Rs if you:- Want to make a breakthrough- Have a problem that you arent clear how to tackle- Need to organise your thoughts about an important challenge or goal- Want to get your message clear about a change that you will be making";"0";"";"";"";NA;NA;"organizzare i pensieri";"";NA;"Test";NA;NA;NA;0
1199370220;"Leaving Cert Biology Q&A 2017";"https://itunes.apple.com/us/app/leaving-cert-biology-q-a-2017/id1199370220?mt=8";"Leaving Cert Biology Questions and Answers Higher Level Flash card Notes. 10 years of past paper facts in your pocket. This app is based on  what you need to know for the leaving cert biology higher level. Containing 825+ Questions that you should know for the Leaving Cert Biology exam.Flash card design to help you test yourself on the go anytime, anywhere.In this app the answers contain the key words and sentences that you need to know in order to get a good mark on your leaving cert.Everything you need to know to achieve your best in Leaving cert  Biology higher level The App is divided up into its various sections that you study in the Leaving Cert Biology.";"0";"";"";"";NA;NA;"preparare l'esame di biologia ";"";NA;"Test";NA;NA;NA;1
655242441;"OnScreen Retrovirus";"https://itunes.apple.com/us/app/onscreen-retrovirus/id655242441?mt=8";"Updated for the future: 64-bit native code. ""A Best Science App (highest rating: Excellent)--Great interface, easy navigation"" Genetic Engineering & Biotechnology News Dec 2013** NO ADS **Do you (or your students, if you're a teacher) know why the AiDS-causing virus, HIV, is called a retrovirus and how it actually uses the material and machinery of the ""host"" cell it has invaded to reproduce itself? Do you (or they) have a firm idea what the terms ""minus strand, PBS, PPT, and LTR"" mean? What does tRNA have to do with retroviruses, anyway? The simulations of OnScreen Retrovirus use the 3D nucleic acid models of our highly regarded DNA apps to make memorable the crucial steps by which the reverse transcriptase enzyme complex of a retrovirus uses nucleotide building blocks of the host cell to copy the viral genome, initially on a single strand of RNA, to a newly constructed double-stranded DNA molecule, ready to be inserted into the host's DNA as a source of new copies of the virus.The goal of this app is to convey the conceptual details of the viral genome transfer from RNA to DNA without requiring of the user a deep prior knowledge of molecular biology. Since a ball-and-stick model of nucleic acids is used for the simulations, this is not done at the level of atomic detail, but the simulations are never in conflict with the biochemistry.Unlike other simulations you might see on the internet, this app shows how the DNA synthesis is at every stage a three-dimensional double-helix-forming process and that it involves several steps, which include the separation of strands and the relative movement of the strands to allow annealing to each other at complementary sections, the steps being dependent on three separate activities of the reverse transcriptase complex: RNA-dependent DNA synthesis, RNA degradation, and DNA-dependent DNA synthesis. The role of the virus's nucleocapsid protein as enhancer of the annealing of strands is also indicated.Since retrotransposons--which we all have in our DNA!--make use the very same steps to make new copies of their DNA through an intermediate RNA strand before inserting it at another spot in the cell's DNA, the app serves as a simulation of how they work as well. Background material on viruses, nucleic acids, and enzymes, as well as commentary on each new step in the process of copying the single strand of RNA into a double-stranded DNA molecule are at your fingertips in the app. You can run the simulations with automatic pauses at key steps for convenience in reading of the commentary for the steps or straight through, pausing only when desired.Whether for first-time learning, clarification of ideas previously encountered, or review, OnScreen Retrovirus is now at your service.";"1";"across specialties";"";"";NA;NA;"L'obiettivo di questa app è quello di trasmettere i dettagli concettuali del trasferimento del genoma virale da RNA a DNA senza richiedere all'utente una profonda conoscenza preliminare della biologia molecolare.";"";NA;"Test";"GinecologyAndObstetrics";NA;NA;1
509838037;"ATI TEAS Pocket Prep";"https://itunes.apple.com/us/app/ati-teas-pocket-prep/id509838037?mt=8";"Pocket Prep is your award-winning tool for mobile learning and exam preparation. Pocket Prep allows you to study anywhere, anytime, right from your mobile device. We strive to make studying more efficient by redefining how you prepare for the Test of Essential Academic Skills (formerly called the TEAS V).* Academics Choice Smart Media award winner* EdTech Digest Cool Tool award winnerThe Science Behind Mobile Learning:Overloading your brain with too much information at once is a common study mistake. Research has shown that smaller, more frequent study sessions are the key to knowledge retention. In other words, taking short quizzes on the go is becoming a much more effective means of exam preparation than reading page after page in a textbook. Apps offer the benefit of interaction, which means youre far more likely to remember a concept you engage with rather than one youve only read about.Take your ATI TEAS studies with you, no matter where life takes you.ATI TEAS Content Areas:- English and Language Usage- Mathematics- Science- ReadingGet Started for Free:We provide a limited free version so you can get a feel for the app before deciding to upgrade. The free version offers over 120 questions with detailed answer explanations.- 80 free questions available with download- 30 free bonus questions available through social media- 14-day access to the Question of the Day (QOTD)- Comprehensive test-taking strategy guideUnlock the Ultimate Mobile Learning Experience:A one-time in-app purchase grants full lifetime access to our ATI TEAS app.- 1,375 total practice questions and detailed rationales- Lifetime access to Question of the Day (QOTD)- Unlock all social media bonus questions- Unlock Exam Builder to create customized exams- Priority in-app supportPocket Prep Features:- No internet required- Study Modes: See answers as you go or at the end- Retake past exams with a single tap- Study reminders and QOTD notifications- Automatic test saving and retrieval- Detailed history and results reporting- Exam day countdown- Multi-device readyOur team of writers and editors are industry leaders who have meticulously crafted practice questions and detailed answer explanations with you in mind. Since 2011, Pocket Prep has been the leader in mobile learning and has helped over five million students and professionals achieve more.Need help? Contact us through the apps support section at any time for a response within a few hours.";"0";"";"";"";NA;NA;"app per studiare ovunque ";"";NA;"Test";"MentalHealth&Neurology";"Surgery";"Cardiology";1
505057039;"Pictures with Words free";"https://itunes.apple.com/us/app/pictures-with-words-free/id505057039?mt=8";"2 million users love Pictures with Words! It's a free, fun, and simple way to make and share gorgeous Pictures with Words, Emoticons and Photos on your iPhone or iPad. Features:<U+2714> Pick from several gorgeous fonts and colors.<U+2714> Pick from the amazing selection of emoticons and emoji. <U+2714> Add even picture-in-pictures.<U+2714> Use the Pinch gesture to Zoom and Rotate<U+2714> Create photo collage and mix multiple photos together. <U+2714> Add captions and emoticons directly while taking photos<U+2714> Load from your camera roll<U+2714> Download beautiful images from the web. <U+2714> Download every minute a new trending image from the web<U+2714> Save or Share your photos via SMS, EMAIL, FACEBOOK, TWITTER, PINTEREST, INSTAGRAM, etc. Transform everyday moments into works of art you'll want to share with friends and family. -------------------------------------------------- Pictures with Words app takes picture taking and picture editing to the next level by allowing creative people enhance their original photos or images downloaded from the web. A picture enhanced with Pictures with Words app is a very different experience that million of users are discovering globally by playing with the app themselves. Most recipients of Pictures with Words enjoy the element of surprise the app brings compared to traditional picture sharing apps. A dedicated message in the picture caption, a cute emoticon or another picture embedded in the original snapshot are all greatly appreciated by the receivers because they make them feel the message was prepared just for them. ""Pictures with Words"" app makes it easy to place, size, and color text and emoticons. The picture creator can choose from hundreds of fonts and colors. Having composed the perfect text, users can save their new photo in the iPhone / iPad Photo Album, or share it from within the app via SMS, EMAIL, FACEBOOK, TWITTER, PINTEREST, INSTAGRAM, etc.Dont save or share standard photos anymore. A picture is worth a thousand words, but add a few captions and annotations and it is much more. -------------------------------------------------->>>>>>>>>>>>>>>>FAQs<<<<<<<<<<<<<<<<<<<<< How to rotate the text: -Just pinch the text with 2 fingers and rotate the fingers How to zoom the text: -Just pinch the text with 2 fingers and move them apart";"0";"";"";"";NA;NA;"app per le foto ";"";NA;"Test";"Across";NA;NA;0
896649230;"Crescent Medical Center";"https://itunes.apple.com/us/app/crescent-medical-center/id896649230?mt=8";"Crescent Medical Center Lancaster is an 84 bed acute care general hospital in Lancaster, Texas. This app includes many of the hospitals social media sites such as Facebook allowing the community to stay up to date on current health issues. Also included are a pair of forms which allow you to quickly make an appointment for either the ER or a regular checkup. There is even a click to call button which connects to the ER, for ease of access and speed during those emergency situations.";"1";"emergency medicine";"across specialties";"";NA;NA;"rimanere aggiornata sui problemi di salute attuali.oltre a monitorare le emergenze";"";NA;"Test";"Across";NA;NA;1
613193711;"OSCE Skills";"https://itunes.apple.com/us/app/osce-skills/id613193711?mt=8";"Study for your OSCE medical exams on the go with exclusive tutorials and photography not available on any other app.Objective Structured Clinical Examinations (OSCEs) are a necessary part of studying in any medical profession. This app provides a wealth of medical information, based on OSCE scenarios, each of which is exclusively written for osceskills.com by medical professionals, and feature exclusive photography.The OSCE Skills App is an expansion of the osceskills.com website, which is helping thousands of students every day prepare for their medical exams. This app allows you to gain access to all the OSCE Skills e-Learning resources whenever and where-ever you like. No Internet connection is required to view the content and photography once you have downloaded the app from the app store.APP MODULESCardiovascular Medicine Gastrointestinal Medicine Genitourinary Medicine Musculoskeletal Medicine NeurologyObstetrics and Gynaecology Paediatric Medicine Psychiatry Respiratory Medicine Other SkillsAPP FEATURES NO in-app purchases, only pay for the app itself. Free updates for life. Browse all content and photos -without- the internet after initial download. Exclusive content and photography - you will not find this elsewhere.";"1";"across specialties";"";"";NA;NA;" serie di informazioni mediche, basate su scenari OSCE, ognuna delle quali è scritta da professionisti del settore medico NON SPECIDICA SU COSA SONO I VALORI";"";NA;"Test";"GinecologyAndObstetrics";"Pediatrics";NA;1
1256740429;"WCOG at ACG2017";"https://itunes.apple.com/us/app/wcog-at-acg2017/id1256740429?mt=8";"***FOR ATTENDEES ONLY***The WCOG at ACG2017 mobile application allows you to view the schedule, posters, presentations, exhibitors and speaker details from the conference. Users can take notes adjacent available presentation slides and draw directly on slides inside the app. Note-taking is also available in the posters and exhibitors modules. Additionally, users can share information with attendees and colleagues with in app messaging, tweeting and emailing.";"0";"";"";"";NA;NA;"visualizzare il programma, i poster, le presentazioni, gli espositori e i dettagli dei relatori dalla conferenza";"";NA;"Test";"Across";NA;NA;0
883925564;"Get a Happy Pregnancy! Feeling Great During Pregnancy by Hypnosis";"https://itunes.apple.com/us/app/get-happy-pregnancy-feeling-great-during-pregnancy/id883925564?mt=8";"GET A HAPPY PREGNANCY! FEELING GREAT DURING PREGNANCY BY HYPNOSIS Experience a joyful and relaxed pregnancy Reduce and avoid stress during pregnancy Music and relaxation especially for pregnant womenYoure pregnant. Congratulations! A special, wonderful and exciting phase of life awaits you. A new life is entering the world, and you are living with it. But did you know that a baby shares in its mothers life before birth? It senses your breathing and with it, tension and relaxation. And as we know from prenatal research, a balanced and relaxed pregnancy has a positive influence on the development of the unborn child.So, please take time for yourself once a day; its good for you, and most importantly, for your child! But what if dont have the time, if you cant cope easily with the stress of everyday life, or if you are plagued by fear and worries about yourself and your unborn child?The hypnosis program Get a Happy Pregnancy! Feeling Great During Pregnancy by Hypnosis can help you to relax quickly and effectively. You can simply let go of fears and worries, without burdening your baby with them. Experience a deep inner tranquility and balance which your child will also feel and assimilate.HOW THE PROGRAM WORKSGet a Happy Pregnancy! Feeling Great During Pregnancy by Hypnosis is designed for pregnant women who wish to experience a harmonious and relaxed pregnancy. This 22-minute hypnosis program is an effective combination of classical hypnosis, mental coaching and meditation. Let Kim Fleckenstein and her sensitive voice, accompanied by special, meditative music, lead you into a deep relaxation which will have a positive effect on you and your unborn child. Come consciously to a place of serenity where you will feel at one with yourself and your child. During your pregnancy, you will enter further into the closeness and security that your child needs in order to develop.This program belongs to the medical hypnosis series and was developed in collaboration with Prof. Dr. Ralf Herwig.ABOUT KIM FLECKENSTEINThe program was designed by well-known German Hypnotherapist Kim Fleckenstein. Kim Fleckenstein is a certified alternative practitioner in psychotherapy, a clinical Hypnotherapist and NLP-Master-Coach. Based in Munich she already published a range of best-selling self-help and hypnosis programs as Apps and MP3s under the label GET ON APPS!. Her unique technique and self experiences have helped to create the special character and heart of her recordings. Together with professional and native speaker Cathy Weber she also publishes her programs in English.WHAT YOU GET* A highly effective 22-Minute professional Hypnosis session using the latest hypnotic and relaxation techniques  suitable for both, beginners and more experienced users.* The professional and warm voice of Cathy Weber, which leads you into a deep state of relaxation and change.* A high quality and state of the art recording.* Professionally composed background music for every program by CSW Music.* Customize your settings and discover other useful features.PLEASE NOTEDo not listen to this program while operating a motor vehicle or during any other activity that requires your full attention.  This program does not replace a doctor or any other medical aids.  The best effect can be achieved by listening to this program once a day over a period of 4 weeks.";"1";"ginecology and obstetrics";"";"";NA;NA;"gravidanza allegra";"";NA;"Test";"Pediatrics";"GinecologyAndObstetrics";"SensorySystemsHealthcare";1
1257819251;"WellSpan Online Urgent Care";"https://itunes.apple.com/us/app/wellspan-online-urgent-care/id1257819251?mt=8";"This app is for WellSpan Plus and Standard Plan subscribers only. General release to the public is planned for 2018.From home or work, while on vacation, or for your child at college, WellSpan Online Urgent Care is a new option for quick, convenient health care at a time and place of your choosing. Patients with non-emergency symptoms (e.g., sore throat, UTI, earache, pink eye, sinus infection, fever, cough, rash, etc.) now can access on-demand, high-quality care 24/7 using this app via a smartphone or mobile device. Connect with a physician in real time to receive a diagnosis, treatment plan, and prescription as needed. Later, if you or your regular physician need to review notes from your online urgent care visit, you can find them in your MyWellSpan account records. App features:oLive video visits for adults and children (3 months and older)oEvaluation by board-certified physiciansoAbility to reserve place in lineoSecure, encrypted platform";"1";"across specialties";"";"";NA;NA;"I pazienti con sintomi non di emergenza (es. Mal di gola, UTI, mal d'orecchi, occhi rosa, sinusite, febbre, tosse, eruzione cutanea, ecc.) Possono ora accedere a cure on-demand. IN CHE AMBITO? TUTTI?";"";NA;"Test";"Pediatrics";"MentalHealth&Neurology";"SensorySystemsHealthcare";1
988677059;"Martial Arts University";"https://itunes.apple.com/us/app/martial-arts-university/id988677059?mt=8";"Exciting news, resources and information about Martial Arts University. A tool to help you get the most out of your training.Interact, share, stay up to date and get insider access to Martial Arts University. Specials, Videos, Event Registration, Member Only Content and More.";"0";"";"";"";NA;NA;"informazioni sull'arte marziale ";"";NA;"Test";"Across";NA;NA;0
1014573960;"C-ARS";"https://itunes.apple.com/us/app/c-ars/id1014573960?mt=8";"Lists and displays protocol files.Allows the User to update to the most recent content without updating the application.Estimates the User's arrival time in minutes to important locations.Integrates with Apple maps application to plot route to important locations.Provides links to important websites.";"0";"";"";"";NA;NA;"integra google maps";"";NA;"Test";"Across";NA;NA;0
813808754;"Loving Chiropractic";"https://itunes.apple.com/us/app/loving-chiropractic/id813808754?mt=8";"Loving Chiropractic and Wellness Center has been serving Stuart FL since 2002. We provide chiropractic care, physical and massage therapy for individuals and families, including newborns.Loving Chiropractic and Wellness Center is located in Stuart and uses a state of the art, non-invasive technology in chiropractic care. Mark Loving, MSPT, D.C. practices a unique chiropractic method that combines the highly recognized and well documented Impulse, ArthroStim, and VibraCussor instruments in conjunction with physical and massage therapy when needed to relieve stress on the spine and muscles. These chiropractic tools are beneficial to potentially improving the health and comfort of his patients without the commonly used technique of twisting or popping of their spine.";"0";"";"";"";NA;NA;"App centrata sulla tecnica chiropratica = Medicina Alternativa";"";NA;"Test";"Pediatrics";"Surgery";NA;1
1003686747;"MRI Scan Experience";"https://itunes.apple.com/us/app/mri-scan-experience/id1003686747?mt=8";"This app for adults and children helps to ease fears following referral for an MRI scan. Experience a 360 virtual MRI scan (with realistic sounds); scan a virtual item; find out more about the steps from referral to results; and have all your questions answered about the technology and process. This app is a great way to help you or your child find out in advance what its like to have an MRI scan. Turn on the sound; lie down or lean back; and move your tablet around to see what its really like to have an MRI scan.";"0";"";"";"";NA;NA;"NON SICURA: Simula MRI";"";NA;"Test";"Pediatrics";NA;NA;0
1135028842;"Clarks Pharmacy";"https://itunes.apple.com/us/app/clarks-pharmacy/id1135028842?mt=8";"With the official Clarks Pharmacy iPhone app, you can order your refill prescriptions from your Apple iPhone. Simply enter your prescription number, first and last name, and phone number - then click the refill button. And to save your personal information for easier use each time you want to refill a prescription, you can create a user profile using a secure login.There is no charge to download the app.Look for future enhancements to the iPhone app for Clarks Pharmacy.";"1";"across specialties";"";"";NA;NA;"Per rinnovare prescrizioni in farmacia";"";NA;"Test";"Across";NA;NA;1
